"","location","surveypoint","date","start","end","observers","airtemp","avgwind","maxwind","clouds","watertemp","salinity","tide","habitat","mgmt","bankveg","bankcover","basking","flowstatus","number","logsalinity","logwind"
"355","Suisun Slough","SS1","7/8/2020","9:06","9:21","Melissa, Sidney",80.9,2,3.7,"Clear",23.3,2.2,"ebb","Major Slough","managed","SCAC, ROCA, PHAU",90,"none",13,0,0.78845736036427,0.693147180559945
"356","Suisun Slough","SS2","7/6/2020","9:52","10:07","Melissa",70.4,5.6,7.9,"Clear",22.4,4.6,"ebb","Major Slough","managed","SCAC",90,"rip rap, eucalyptus",12,0,1.52605630349505,1.7227665977411
"357","Suisun Slough","SS2","7/7/2020","12:36","12:51","Sidney",87.3,0.9,1.4,"Clear",22.2,7.8,NA,"Major Slough","managed","SCAC",90,"exposed bank, downed logs",9,0,2.05412373369555,-0.105360515657826
"358","Suisun Slough","SS2","7/8/2020","8:32","8:47","Melissa",70.7,1.6,2.6,"Clear",21,7.5,"Ebb","Major Slough","managed","SCAC",90,"logs, boards",16,0,2.01490302054226,0.470003629245736
"359","Suisun Slough","SS3","7/6/2020","10:47","11:02","Melissa, Sidney",73.2,10,12.6,"Clear",21.33,4.95,"slack","Major Slough","managed","SCAC, rip rap",80,"logs, rip rap",NA,0,1.5993875765806,2.30258509299405
"360","Suisun Slough","SS3","7/7/2020","11:47","12:02","Sidney",88.3,1.4,3.8,"Clear",21.89,4.89,"flood","Major Slough","managed","SCAC, rip rap",80,"exposed bank",9,0,1.58719230348678,0.336472236621213
"361","Suisun Slough","SS3","7/8/2020","10:27","10:42","Melissa",77.6,5.5,6.7,"Clear",21.67,5.6,"ebb","Major Slough","managed","SCAC, rip rap",80,"rip rap",14,0,1.7227665977411,1.70474809223843
"362","Suisun Slough","SS4","7/13/2020","13:55","14:10","Sidney",82.8,8.6,11.7,"Clear",25.9,8.8,"LOOKUP","Major Slough","managed","PHAU, SAPA, RUCR, GRST, ELPO",90,"exposed bank",16,0,2.17475172148416,2.15176220325946
"363","Suisun Slough","SS4","7/14/2020","9:36","9:51","Melissa",71.4,7.9,11.5,"Clear",22,9.4,"LOOKUP","Major Slough","managed","PHAU, SAPA, RUCR, GRST, ELPO",90,"exposed bank",13,0,2.24070968927596,2.06686275947298
"364","Suisun Slough","SS4","7/15/2020","10:40","10:55","Melissa",73.8,8.5,13.5,"Clear",21.2,10.3,"LOOKUP","Major Slough","managed","PHAU, SAPA, RUCR, GRST, ELPO",90,"exposed bank",13,0,2.33214389523559,2.14006616349627
"365","Steve's Ditch","STD1","7/12/2020","8:32","8:47","Melissa, Sidney",70.3,9.3,11.9,"Clear",19.3,6.3,NA,"Major Ditch","managed","PHAU, SAPA, BOMA, ATPR",90,"exposed bank, culvert",7,5,1.84054963339749,2.23001440015921
"366","Steve's Ditch","STD1","7/13/2020","11:03","11:18","Melissa, Sidney",77,9.1,10.7,"Clear",23.6,8.1,NA,"Major Ditch","managed","PHAU, SAPA, BOMA, ATPR",90,"exposed bank, culvert",7,6,2.09186406167839,2.2082744135228
"367","Steve's Ditch","STD1","7/14/2020","12:26","12:41","Melissa, Sidney",82.6,8.2,10.8,"Clear",26.1,11.2,NA,"Major Ditch","managed","PHAU, SAPA, BOMA, ATPR",90,"exposed bank, culvert",7,5,2.41591377830105,2.10413415427021
"368","Steve's Ditch","STD2","7/12/2020","9:03","9:18","Melissa, Sidney",70.6,7.2,11.9,"Clear",19.1,16.2,NA,"Major Ditch","managed","SAPA, PHAU, DISP",80,"culverts",5,0,2.78501124223834,1.97408102602201
"369","Steve's Ditch","STD2","7/13/2020","11:27","11:42","Melissa, Sidney",87.1,4.1,5.9,"Clear",24.2,19.5,NA,"Major Ditch","managed","SAPA, PHAU, DISP",80,"culverts",5,0,2.9704144655697,1.41098697371026
"370","Steve's Ditch","STD2","7/14/2020","12:03","12:18","Melissa, Sidney",81.5,4.4,6.7,"Clear",21.7,25.7,NA,"Major Ditch","managed","SAPA, PHAU, DISP",80,"culverts",5,0,3.24649099190117,1.48160454092422
"371","Steve's Ditch","STD3","7/12/2020","9:33","9:48","Melissa",75.8,4.9,8.7,"Clear",20.9,14.3,NA,"Major Ditch","managed","SAPA, ATPR, Xanthium",90,"exposed banks",5,1,2.66025953726586,1.58923520511658
"372","Steve's Ditch","STD3","7/13/2020","11:53","12:08","Sidney",80.2,9.3,12.4,"Clear",25,14.3,NA,"Major Ditch","managed","SAPA, ATPR, Xanthium, Raddish",90,"exposed bank",5,3,2.66025953726586,2.23001440015921
"373","Steve's Ditch","STD3","7/14/2020","11:36","11:51","Melissa",74.3,6.6,8.8,"Clear",23.7,14.4,NA,"Major Ditch","managed","SAPA, ATPR, Xanthium, Raddish",90,"exposed bank",5,1,2.66722820658195,1.88706964903238
"374","Tule Red","TR1","7/12/2020","13:16","13:31","Sidney",91.5,4.5,7.5,"Clear",28.6,8.4,"LOOKUP","Tidal","tidal","BOMA, PHAU, ROCA",100,"Exposed substrate and tules",6,0,2.12823170584927,1.50407739677627
"375","Tule Red","TR1","7/13/2020","8:19","8:34","Melissa",67.5,8.1,11.2,"Clear",23.3,8,"LOOKUP","Tidal","tidal","PHAU, SCAC",100,"floating tule",14,0,2.07944154167984,2.09186406167839
"376","Tule Red","TR1","7/14/2020","15:18","15:33","Sidney",80.7,10,13.1,"Clear",25.9,8,"LOOKUP","Tidal","tidal","PHAU, BOMA, ROCA, FOVU, Typha",100,"downed tule",17,0,2.07944154167984,2.30258509299405
"377","Tree Slough","TS1","6/29/2020","8:44","8:59","Melissa, Sidney",78,1.2,2.4,"Clear",20.6,4.5,"LOOKUP","Minor Slough","tidal","SCAC",90,"none",16,1,1.50407739677627,0.182321556793955
"378","Tree Slough","TS1","6/30/2020","12:39","12:55","Melissa, Sidney",99,0.9,1.1,"Clear",24.3,4.6,"LOOKUP","Minor Slough","tidal","SCAC",90,"none",16,1,1.52605630349505,-0.105360515657826
"379","Tree Slough","TS1","7/1/2020","13:28","13:43","Melissa, Sidney",88.6,0.6,5.4,"Clear",25,4.5,"LOOKUP","Minor Slough","tidal","SCAC",90,"none",16,1,1.50407739677627,-0.510825623765991
"380","Tree Slough","TS2","7/6/2020","14:04","14:18","Melissa",84.8,7,10.3,"Clear",25.5,8,"LOOKUP","Minor Slough","tidal","SCAC, Typha",90,"none",NA,5,2.07944154167984,1.94591014905531
"381","Tree Slough","TS2","7/7/2020","8:35","8:50","Sidney",71.9,1.2,2.5,"Clear",21.2,7.2,"LOOKUP","Minor Slough","tidal","PHAU, Typha, BOMA, ROCA, Blackbeery",100,"exposed bank",11,3,1.97408102602201,0.182321556793955
"382","Tree Slough","TS2","7/9/2020","12:42","12:57","Melissa",91,0.8,8.6,"Clear",26.1,7.7,"Ebb","Minor Slough","tidal","PHAU, Typha, BOMA, ROCA, Blackbeery",100,"exposed bank",5,4,2.04122032885964,-0.22314355131421
"383","Tree Slough","TS2","8/3/2020","13:24","13:39","Melissa, Sidney",91.5,1.6,2.1,"Clear",25.9,11.9,"LOOKUP","Minor Slough","tidal","PHAU, Typha, BOMA, ROCA, Blackbeery",100,"exposed bank",17,1,2.47653840011748,0.470003629245736
"384","Tree Slough","TS2","8/4/2020","14:07","14:22","Melissa",90.5,2.7,8.1,"Clear",26.5,12.5,"LOOKUP","Minor Slough","tidal","PHAU, Typha, BOMA, ROCA, Blackbeery",100,"exposed bank",17,0,2.52572864430826,0.993251773010283
"385","Tree Slough","TS2","8/5/2020","9:30","9:45","Melissa",67.8,4.4,6,"Overcast",21.2,9.3,"LOOKUP","Minor Slough","tidal","PHAU, Typha, BOMA, ROCA, Blackbeery",100,"exposed bank",17,2,2.23001440015921,1.48160454092422
"386","Volanti Slough","VS1","7/6/2020","11:16","11:31","Sidney",80.3,6.4,11.2,"Clear",21.5,4.3,NA,"Major Ditch","managed","PHAU, Typha",95,"tule and exposed bank",13,1,1.45861502269952,1.85629799036563
"387","Volanti Slough","VS1","7/7/2020","11:21","11:36","Melissa, Sidney",80.6,3.2,5.3,"Clear",22.5,4.3,NA,"Major Ditch","managed","PHAU, Typha",95,"tule and exposed bank",14,0,1.45861502269952,1.16315080980568
"388","Volanti Slough","VS1","7/8/2020","14:09","14:24","Sidney",96.2,5.5,8.9,"Clear",25.6,4.4,NA,"Major Ditch","managed","PHAU, Typha",95,"tule and exposed bank",14,0,1.48160454092422,1.70474809223843
"389","Volanti Slough","VS2","7/6/2020","11:47","12:02","Melissa, Sidney",79,5.5,9.5,"Clear",22.7,4.6,NA,"Major Ditch","managed","Typha, SCAC",95,"none",17,0,1.52605630349505,1.70474809223843
"390","Volanti Slough","VS2","7/7/2020","10:56","11:11","Melissa, Sidney",77.9,2.9,3.8,"Clear",22.1,4.7,NA,"Major Ditch","managed","SCAC",95,"downed tule",15,2,1.54756250871601,1.06471073699243
"391","Volanti Slough","VS2","7/8/2020","14:35","14:50","Melissa, Sidney",91.4,3.5,6.6,"Clear",28.5,4.6,NA,"Major Ditch","managed","SCAC",95,"downed tule",14,1,1.52605630349505,1.25276296849537
